-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 03/10/2024 in LST
Location: latitude  48.1351   longitude 11.582 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 616.07 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS                    MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M,WD10M,PS
2015,2,26,3.57,1.05,78.91,1.48,103.1,94.57
2015,2,27,2.48,1.2,81.12,2.01,240.3,93.95
2015,2,28,2.14,0.26,90.72,2.01,286.9,94.58
2015,3,1,1.23,1.97,92.69,3.09,227.0,93.89
2015,3,2,1.86,3.66,92.26,5.06,259.5,93.7
2015,3,3,3.73,1.24,80.37,3.85,256.2,94.85
2015,3,4,2.93,1.12,82.77,2.98,287.0,95.1
2015,3,5,2.03,-0.63,87.78,3.39,329.0,95.71
2015,3,6,2.87,0.78,80.38,1.56,307.0,96.13
2015,3,7,3.82,1.65,77.17,2.12,135.3,95.9
2015,3,8,4.16,4.11,68.82,2.44,117.1,95.3
2015,3,9,4.21,5.03,64.76,1.71,183.4,95.16
2015,3,10,4.17,5.97,65.27,1.79,285.8,95.22
2015,3,11,3.48,3.09,81.47,2.95,333.9,95.28
2015,3,12,2.6,1.69,81.6,1.96,23.8,95.39
2015,3,13,2.27,0.41,83.06,2.87,78.0,94.84
2015,3,14,2.09,1.38,84.59,2.43,71.6,94.85
2015,3,15,3.19,3.01,81.65,2.56,94.6,94.9
2015,3,16,3.53,5.18,79.43,2.73,136.3,94.99
2015,3,17,3.44,7.61,77.34,2.58,130.5,95.08
2015,3,18,4.44,7.36,75.89,1.88,37.2,95.03
2015,3,19,4.72,5.92,73.84,1.84,82.0,95.07
2015,3,20,4.68,5.79,64.44,1.96,104.9,94.92
2015,3,21,3.63,5.65,77.45,2.62,277.3,94.3
2015,3,22,1.29,3.34,89.99,3.31,65.0,94.56
2015,3,23,1.59,4.12,84.8,1.63,87.5,94.32
2015,3,24,4.34,6.78,77.73,2.0,193.4,93.68
2015,3,25,3.93,7.5,79.12,2.5,129.2,93.18
2015,3,26,0.95,4.88,91.14,2.74,270.7,93.58
2015,3,27,2.82,4.14,83.53,3.87,286.6,94.38
2015,3,28,4.79,4.59,77.31,2.8,277.6,94.73
2015,3,29,1.8,8.3,83.1,6.28,253.3,93.78
2015,3,30,2.53,5.94,83.63,6.8,271.4,93.36
2015,3,31,2.32,7.7,81.04,9.03,264.5,93.43
2015,4,1,3.8,2.48,80.78,7.53,279.3,94.35
2015,4,2,2.01,1.93,86.79,6.51,270.6,94.27
2015,4,3,5.74,3.05,70.48,2.52,279.7,94.66
2015,4,4,2.01,1.46,90.39,1.92,29.8,94.05
2015,4,5,3.87,0.26,77.93,2.62,48.8,94.6
2015,4,6,2.92,0.5,78.44,2.44,335.5,95.19
2015,4,7,5.86,1.45,72.7,1.6,318.8,95.99
2015,4,8,5.54,5.48,67.33,2.46,277.1,95.81
2015,4,9,5.68,8.89,73.09,2.22,114.8,95.45
2015,4,10,5.72,12.01,66.67,2.12,236.9,95.04
2015,4,11,3.66,10.22,78.26,3.23,260.9,95.1
2015,4,12,4.36,11.25,76.11,1.91,272.1,95.64
2015,4,13,4.51,10.4,79.03,3.74,280.7,95.58
2015,4,14,5.6,10.06,75.75,3.15,277.6,95.55
2015,4,15,6.46,13.44,59.83,2.24,245.9,94.88
2015,4,16,4.12,12.84,67.74,3.23,253.6,94.34
2015,4,17,2.18,10.19,88.48,3.07,296.3,94.16
2015,4,18,5.1,4.82,74.37,2.54,32.4,94.89
2015,4,19,6.82,5.29,67.75,3.2,93.8,94.79
2015,4,20,6.77,8.18,64.9,2.13,30.7,95.07
2015,4,21,6.94,10.28,65.76,2.13,306.4,95.44
2015,4,22,6.81,10.25,71.28,2.87,297.0,95.04
2015,4,23,4.42,6.6,75.32,1.31,311.0,94.57
2015,4,24,6.69,10.23,61.81,1.28,205.4,94.36
2015,4,25,3.55,11.4,78.57,2.35,232.3,94.08
2015,4,26,5.4,13.28,80.25,1.87,244.8,93.82
2015,4,27,5.85,14.77,72.66,1.98,227.2,93.05
2015,4,28,2.24,6.81,86.25,4.29,289.8,93.96
2015,4,29,6.22,7.25,74.12,2.51,93.5,94.61
2015,4,30,4.45,8.83,78.15,1.83,243.9,94.39
2015,5,1,2.23,9.09,90.44,1.12,232.6,93.63
2015,5,2,3.31,9.79,87.14,2.07,286.9,93.95
2015,5,3,2.36,12.54,91.08,2.23,215.5,93.85
2015,5,4,4.36,15.81,84.51,2.02,236.0,94.05
2015,5,5,3.39,17.75,81.36,2.86,245.8,93.78
2015,5,6,3.8,11.63,86.37,2.59,297.6,94.43
2015,5,7,6.22,11.4,78.44,2.23,303.5,94.77
2015,5,8,6.6,15.01,69.48,1.66,17.4,94.4
2015,5,9,3.62,12.9,87.58,3.06,273.2,94.88
2015,5,10,6.0,13.25,75.38,3.23,290.7,95.45
2015,5,11,6.56,14.95,68.13,2.4,112.0,95.33
2015,5,12,6.41,18.3,62.93,2.49,232.8,94.92
2015,5,13,5.65,17.23,79.75,1.57,308.2,94.59
2015,5,14,4.89,13.84,82.71,2.41,299.0,94.02
2015,5,15,1.85,11.82,91.0,2.28,63.1,94.0
2015,5,16,6.79,13.83,75.33,1.86,308.3,94.97
2015,5,17,4.66,12.11,83.41,2.08,303.5,95.18
2015,5,18,7.54,15.98,72.69,1.43,116.4,94.16
2015,5,19,2.8,13.26,86.98,1.71,271.9,93.88
2015,5,20,2.12,7.47,89.14,1.36,308.3,94.25
2015,5,21,3.25,7.96,87.36,1.82,358.4,94.9
2015,5,22,5.85,8.89,81.35,1.95,40.2,95.06
2015,5,23,4.19,9.04,84.06,1.98,288.2,94.6
2015,5,24,3.51,10.05,85.01,1.74,110.0,94.63
2015,5,25,4.37,12.45,78.15,1.52,267.9,94.28
2015,5,26,3.47,10.7,84.14,3.02,316.8,94.38
2015,5,27,4.89,9.44,74.45,2.63,315.8,94.92
2015,5,28,7.82,12.99,62.72,1.88,269.2,94.58
2015,5,29,6.0,15.95,70.49,1.57,261.0,94.15
2015,5,30,4.82,14.49,80.65,2.96,283.6,94.4
2015,5,31,6.02,15.74,75.22,1.2,109.6,94.55
2015,6,1,6.09,17.59,77.0,1.28,283.4,94.57
2015,6,2,6.36,18.45,75.06,1.74,234.5,94.79
2015,6,3,7.81,20.21,71.91,2.51,283.6,95.09
2015,6,4,7.9,19.56,78.68,2.16,55.0,95.3
2015,6,5,7.96,20.68,78.9,2.61,83.1,95.04
2015,6,6,7.04,22.77,72.99,1.37,314.5,95.09
2015,6,7,6.75,20.81,84.51,2.34,7.9,95.24
2015,6,8,2.34,16.35,91.72,2.66,339.5,94.88
2015,6,9,1.71,12.46,88.9,2.49,9.5,94.98
2015,6,10,2.71,15.39,85.32,2.68,61.6,94.98
2015,6,11,4.83,17.68,85.52,2.03,68.9,94.7
2015,6,12,7.84,21.46,69.73,1.52,167.4,94.2
2015,6,13,5.52,19.26,81.59,2.22,259.9,94.12
2015,6,14,6.42,20.0,81.84,1.28,45.7,93.87
2015,6,15,2.39,15.28,94.08,1.7,345.1,94.22
2015,6,16,5.15,14.76,81.59,1.85,46.9,94.7
2015,6,17,5.9,14.1,76.08,2.04,7.7,94.91
2015,6,18,2.48,14.28,83.2,3.53,260.2,94.59
2015,6,19,4.27,12.4,84.14,3.11,295.2,94.5
2015,6,20,3.99,10.27,86.29,2.84,289.9,94.68
2015,6,21,4.1,11.96,82.79,2.6,265.5,94.71
2015,6,22,3.91,14.59,86.67,2.76,254.0,94.23
2015,6,23,5.53,12.46,79.04,4.18,284.3,94.16
2015,6,24,6.31,12.51,77.17,2.21,305.2,94.99
2015,6,25,6.47,15.35,66.62,1.46,73.7,95.13
2015,6,26,6.94,18.02,63.7,1.46,299.5,94.99
2015,6,27,3.61,18.0,77.4,1.65,274.8,94.7
2015,6,28,6.98,16.6,78.13,2.06,328.7,94.99
2015,6,29,6.45,18.51,73.26,1.64,276.1,95.03
2015,6,30,7.47,20.67,69.25,1.63,178.9,95.01
2015,7,1,7.95,21.17,72.65,2.41,95.9,94.95
2015,7,2,8.02,23.7,70.26,1.44,114.2,95.14
2015,7,3,6.16,24.47,67.31,1.19,143.6,95.35
2015,7,4,7.47,25.26,65.23,1.45,133.9,95.13
2015,7,5,7.76,27.24,59.02,1.65,171.9,94.76
2015,7,6,6.66,23.4,78.3,2.76,296.6,94.91
2015,7,7,7.42,25.55,71.5,2.1,205.7,94.35
2015,7,8,4.42,18.39,83.22,3.55,290.2,94.24
2015,7,9,4.91,14.82,76.97,3.78,286.6,94.77
2015,7,10,8.21,15.69,64.1,1.5,341.7,95.06
2015,7,11,7.25,19.71,72.52,2.18,268.2,94.64
2015,7,12,6.75,20.45,73.3,2.63,290.0,94.67
2015,7,13,2.92,16.68,81.56,2.39,279.3,94.78
2015,7,14,4.68,19.5,80.86,2.93,279.2,94.76
2015,7,15,6.73,20.17,76.9,1.85,330.0,94.9
2015,7,16,7.37,22.74,71.25,1.85,107.7,94.77
2015,7,17,6.47,24.31,69.46,1.9,224.2,94.7
2015,7,18,4.71,22.12,75.5,1.92,238.5,94.75
2015,7,19,4.92,22.48,81.09,2.05,246.5,94.32
2015,7,20,5.73,22.06,76.81,1.76,290.7,94.52
2015,7,21,7.26,23.92,71.53,1.86,266.5,94.58
2015,7,22,6.83,25.91,66.47,2.05,141.9,94.38
2015,7,23,3.55,20.62,87.37,2.35,313.0,94.49
2015,7,24,5.97,21.99,78.28,1.67,83.9,94.07
2015,7,25,5.73,18.28,81.15,3.5,272.8,94.03
2015,7,26,7.31,15.45,71.34,1.55,328.9,94.33
2015,7,27,5.78,16.58,80.71,3.7,265.1,93.82
2015,7,28,4.79,16.64,75.25,3.57,268.1,94.0
2015,7,29,3.56,15.69,82.33,2.39,283.9,94.1
2015,7,30,6.04,14.76,70.54,2.02,289.7,94.44
2015,7,31,7.22,15.94,65.32,2.04,52.7,94.54
2015,8,1,3.0,16.61,85.61,1.85,294.9,94.39
2015,8,2,5.16,16.85,86.28,1.77,269.7,94.81
2015,8,3,7.35,19.41,72.55,1.73,107.8,94.76
2015,8,4,5.9,21.42,73.56,2.26,265.0,94.5
2015,8,5,6.85,21.14,76.85,2.08,60.5,94.75
2015,8,6,7.03,24.51,63.67,1.68,121.3,94.66
2015,8,7,7.03,26.6,53.8,1.89,107.9,94.61
2015,8,8,6.2,24.66,66.75,1.93,251.9,94.71
2015,8,9,6.2,24.1,65.48,2.09,81.5,94.54
2015,8,10,5.3,22.48,74.88,1.89,299.7,94.39
2015,8,11,5.58,22.22,74.14,1.71,327.4,94.53
2015,8,12,5.9,25.05,53.73,0.95,163.7,94.81
2015,8,13,6.08,25.16,55.37,2.09,122.6,94.4
2015,8,14,5.11,23.26,73.84,1.93,286.6,94.0
2015,8,15,4.15,19.82,83.9,1.55,302.2,93.96
2015,8,16,1.75,15.4,90.13,2.74,292.4,94.04
2015,8,17,1.96,13.89,90.79,2.63,284.4,94.14
2015,8,18,5.05,15.65,78.77,1.72,340.6,94.36
2015,8,19,2.82,14.0,84.86,1.89,345.8,94.73
2015,8,20,3.25,14.73,84.33,1.81,316.3,95.14
2015,8,21,4.68,15.84,75.21,1.34,44.9,95.23
2015,8,22,5.97,16.21,68.79,2.26,98.7,94.77
2015,8,23,5.77,17.81,74.2,1.22,147.7,93.98
2015,8,24,4.56,19.77,76.05,2.05,204.9,93.8
2015,8,25,5.62,15.12,72.98,2.09,243.8,94.76
2015,8,26,6.08,17.52,64.04,2.03,127.1,94.73
2015,8,27,5.64,21.93,61.49,1.73,193.5,94.41
2015,8,28,4.76,22.07,68.12,2.12,255.9,94.78
2015,8,29,5.77,22.29,71.45,2.12,71.8,95.11
2015,8,30,5.81,23.93,66.63,2.01,242.2,94.85
2015,8,31,5.72,23.14,64.15,2.3,254.4,94.48
2015,9,1,4.27,21.36,68.96,2.98,264.7,94.17
2015,9,2,2.76,13.76,88.43,1.79,3.3,94.54
2015,9,3,1.78,13.52,92.4,1.28,25.4,94.3
2015,9,4,4.03,14.26,79.51,1.3,280.2,94.42
2015,9,5,3.63,10.28,87.89,2.5,265.2,94.49
2015,9,6,3.8,9.73,77.84,3.69,281.4,94.97
2015,9,7,2.55,9.81,77.72,2.94,280.6,95.26
2015,9,8,4.02,11.4,76.51,1.63,24.8,95.17
2015,9,9,4.11,11.16,71.39,2.12,77.5,94.92
2015,9,10,3.77,10.07,80.45,2.82,77.6,94.73
2015,9,11,4.83,12.57,74.11,1.48,168.2,94.61
2015,9,12,4.63,15.37,71.89,2.13,160.4,94.59
2015,9,13,3.63,16.32,77.43,2.32,180.0,94.12
2015,9,14,2.02,13.45,89.8,1.8,274.8,93.79
2015,9,15,2.55,13.79,83.4,1.72,53.8,94.0
2015,9,16,2.88,18.2,69.08,2.83,180.4,93.37
2015,9,17,3.2,17.65,73.99,3.15,234.8,93.6
2015,9,18,2.24,12.93,80.28,1.21,339.3,94.65
2015,9,19,3.82,13.35,82.97,1.31,309.0,94.97
2015,9,20,2.34,11.11,84.7,2.43,296.5,95.07
2015,9,21,4.91,11.24,74.07,1.86,103.4,94.55
2015,9,22,2.26,12.06,81.64,1.49,264.8,93.73
2015,9,23,1.93,9.0,90.89,2.23,255.4,94.0
2015,9,24,2.37,9.75,83.46,1.35,277.1,94.8
2015,9,25,3.14,11.24,77.76,1.47,295.7,94.95
2015,9,26,2.22,11.46,82.02,1.76,51.7,95.07
2015,9,27,3.06,9.58,75.52,3.02,74.7,95.52
2015,9,28,2.45,7.96,74.82,3.35,77.1,95.87
2015,9,29,3.47,7.79,72.93,4.14,82.1,95.76
2015,9,30,4.28,7.01,75.67,4.0,75.4,95.61
2015,10,1,4.13,7.84,75.36,3.0,85.2,95.35
2015,10,2,4.21,11.05,78.12,2.19,110.4,94.92
2015,10,3,3.77,13.44,79.38,2.13,195.3,94.52
2015,10,4,0.97,10.45,86.67,2.81,237.9,94.59
2015,10,5,3.76,11.96,75.38,1.66,143.5,94.39
2015,10,6,3.03,14.62,84.0,1.71,180.6,93.8
2015,10,7,1.06,11.95,96.65,2.23,274.8,94.19
2015,10,8,2.48,10.69,85.52,1.54,315.4,94.74
2015,10,9,2.44,10.6,85.77,1.62,56.2,94.74
2015,10,10,0.79,9.24,92.27,2.87,63.6,94.34
2015,10,11,1.85,6.71,87.53,2.74,71.7,94.2
2015,10,12,3.2,4.76,81.93,2.53,85.1,94.32
2015,10,13,1.56,7.35,91.29,1.75,78.3,94.11
2015,10,14,1.65,3.49,91.53,2.24,319.0,94.2
2015,10,15,0.6,2.42,94.76,1.73,314.4,94.02
2015,10,16,0.92,2.11,95.3,1.49,273.3,94.45
2015,10,17,1.73,4.39,85.66,1.42,85.4,94.56
2015,10,18,0.83,4.97,90.72,1.06,318.2,94.52
2015,10,19,1.39,4.25,89.81,1.27,324.3,94.68
2015,10,20,1.68,3.76,87.98,1.95,281.7,94.82
2015,10,21,1.6,5.08,86.61,1.49,22.0,94.76
2015,10,22,2.09,5.51,84.16,2.47,254.8,94.63
2015,10,23,1.23,6.94,92.3,2.09,240.9,95.11
2015,10,24,2.16,8.15,83.27,1.74,171.8,94.81
2015,10,25,1.4,9.93,86.0,2.12,272.6,95.17
2015,10,26,1.55,8.62,89.66,2.28,94.8,94.81
2015,10,27,0.65,7.52,85.7,1.54,135.5,94.52
2015,10,28,1.05,7.73,88.08,1.55,167.5,94.07
2015,10,29,0.61,7.31,96.2,1.97,261.0,94.64
2015,10,30,0.67,7.75,91.39,2.21,81.4,95.32
2015,10,31,1.62,7.99,86.12,2.13,112.4,95.48
2015,11,1,1.99,6.99,77.71,2.06,160.1,95.73
2015,11,2,2.36,6.71,67.69,1.87,180.1,95.49
2015,11,3,2.06,7.0,80.67,1.67,199.1,94.98
2015,11,4,1.74,9.23,80.19,1.9,245.9,95.02
2015,11,5,2.17,9.68,82.35,1.52,158.5,95.02
2015,11,6,1.93,10.54,82.3,2.09,247.8,95.26
2015,11,7,1.3,12.1,89.46,2.49,241.3,95.51
2015,11,8,2.06,12.48,90.31,2.19,233.1,95.62
2015,11,9,1.18,13.16,81.04,4.45,255.6,95.41
2015,11,10,1.86,11.95,80.27,3.55,263.2,95.43
2015,11,11,2.22,9.01,81.54,2.13,260.4,95.37
2015,11,12,2.01,6.95,85.82,2.02,230.9,95.44
2015,11,13,1.42,7.65,81.54,2.54,239.7,95.31
2015,11,14,1.6,6.46,84.47,3.68,271.0,95.51
2015,11,15,1.17,10.03,72.53,5.92,259.1,94.65
2015,11,16,1.92,10.04,80.28,3.03,254.7,94.63
2015,11,17,0.76,10.14,76.02,3.92,248.1,94.53
2015,11,18,1.88,11.35,73.36,5.92,259.2,94.71
2015,11,19,1.22,9.97,73.38,5.53,251.7,94.7
2015,11,20,0.33,10.08,88.48,5.5,263.3,93.46
2015,11,21,1.25,1.67,88.84,2.47,279.0,92.61
2015,11,22,0.87,-1.27,89.59,3.58,267.5,93.3
2015,11,23,0.98,-1.25,84.8,2.55,266.5,94.72
2015,11,24,1.6,-1.6,73.68,1.21,167.3,94.82
2015,11,25,0.75,0.1,87.31,1.85,236.2,93.65
2015,11,26,0.62,-0.62,97.98,1.9,331.6,93.99
2015,11,27,0.83,-1.49,94.35,1.15,87.4,94.42
2015,11,28,0.33,-1.6,93.5,3.6,253.8,94.26
2015,11,29,0.44,1.47,86.0,5.24,239.4,94.71
2015,11,30,0.59,6.56,82.16,8.33,255.5,94.92
2015,12,1,0.58,6.54,88.39,7.25,258.0,95.26
2015,12,2,0.6,6.27,91.51,1.89,253.1,95.63
2015,12,3,1.04,3.87,75.1,1.43,123.3,95.64
2015,12,4,0.68,3.69,75.91,2.58,246.1,95.77
2015,12,5,1.45,5.22,87.97,1.54,208.7,95.87
2015,12,6,1.36,5.0,79.67,2.41,225.9,95.71
2015,12,7,1.53,4.14,89.45,2.37,168.1,96.0
2015,12,8,0.88,2.35,89.66,1.91,217.4,95.82
2015,12,9,0.33,2.17,98.51,2.86,264.8,96.13
2015,12,10,1.12,0.28,88.71,1.95,173.7,96.17
2015,12,11,1.16,1.26,68.61,2.92,234.7,95.57
2015,12,12,0.85,2.88,81.89,3.27,244.2,95.26
2015,12,13,1.0,1.75,81.73,2.48,246.1,94.92
2015,12,14,0.96,1.97,81.24,1.78,121.5,95.02
2015,12,15,0.58,2.6,87.81,2.4,241.3,95.27
2015,12,16,0.42,4.15,91.07,2.22,223.1,95.57
2015,12,17,0.67,6.8,95.33,2.67,233.7,95.52
2015,12,18,0.86,5.22,90.03,2.51,233.8,95.28
2015,12,19,1.03,6.59,84.94,1.84,185.5,95.22
2015,12,20,1.21,5.05,89.25,2.1,199.5,95.08
2015,12,21,0.35,4.57,93.48,3.1,236.2,95.44
2015,12,22,1.26,5.99,80.85,2.89,231.3,95.67
2015,12,23,1.23,5.88,77.98,2.7,243.8,95.61
2015,12,24,1.3,4.69,80.8,2.24,207.1,95.45
2015,12,25,1.31,6.2,81.63,2.83,236.1,95.84
2015,12,26,1.45,5.25,75.07,2.54,229.4,95.8
2015,12,27,1.37,4.54,68.88,2.55,224.1,95.82
2015,12,28,1.47,3.85,68.41,1.85,138.9,95.63
2015,12,29,0.94,1.05,83.62,1.76,246.4,95.42
2015,12,30,0.57,1.46,91.53,2.27,101.9,95.4
2015,12,31,0.35,0.39,94.29,1.89,222.3,95.09
2016,1,1,0.61,1.98,96.77,1.35,72.6,95.15
2016,1,2,0.4,-0.42,95.54,2.02,95.4,94.16
2016,1,3,0.55,-0.59,98.23,1.23,113.6,93.57
2016,1,4,0.84,0.13,97.11,2.58,231.8,92.32
2016,1,5,1.02,-0.01,87.96,2.32,216.7,92.56
2016,1,6,0.98,0.01,90.76,1.75,227.3,92.86
2016,1,7,0.89,0.45,96.69,2.54,228.1,92.84
2016,1,8,1.28,1.97,90.02,2.81,236.8,93.4
2016,1,9,0.44,3.24,93.0,1.33,202.0,93.19
2016,1,10,0.4,2.43,96.15,2.2,201.8,92.84
2016,1,11,0.76,2.15,95.64,3.0,231.8,92.28
2016,1,12,0.73,2.53,89.36,5.91,254.5,92.84
2016,1,13,0.65,0.96,87.22,7.2,258.1,94.0
2016,1,14,1.76,-1.6,83.55,2.57,208.4,93.94
2016,1,15,0.6,-1.12,85.2,5.77,255.0,93.69
2016,1,16,0.61,-2.51,91.08,3.56,290.5,94.46
2016,1,17,0.71,-4.3,94.32,3.81,294.9,94.62
2016,1,18,1.13,-8.51,94.73,2.04,122.9,94.56
2016,1,19,0.85,-8.08,85.08,1.93,226.0,94.12
2016,1,20,1.6,-5.85,95.17,2.25,273.8,94.37
2016,1,21,0.97,-6.51,94.05,2.27,236.3,95.08
2016,1,22,0.81,-8.68,90.09,2.22,152.2,95.45
2016,1,23,0.63,-0.83,91.75,3.65,254.6,95.8
2016,1,24,1.11,-1.49,84.52,2.7,228.4,96.01
2016,1,25,1.46,2.46,88.94,2.93,243.6,95.66
2016,1,26,1.92,3.38,82.64,3.04,230.0,95.49
2016,1,27,1.64,4.37,81.15,3.26,222.5,95.11
2016,1,28,0.58,4.75,87.06,2.78,251.4,95.14
2016,1,29,1.86,3.86,95.13,2.61,260.0,95.54
2016,1,30,1.68,3.94,85.27,3.09,232.3,94.72
2016,1,31,0.54,2.36,95.91,3.77,242.3,94.17
2016,2,1,0.79,7.98,90.85,6.7,262.2,94.82
2016,2,2,1.31,6.1,88.29,3.75,258.8,94.84
2016,2,3,0.57,1.94,96.05,3.55,275.3,94.53
2016,2,4,0.85,0.26,91.02,5.79,264.1,95.0
2016,2,5,1.31,0.9,94.57,2.99,258.1,95.33
2016,2,6,2.09,2.06,91.74,3.13,183.6,94.63
2016,2,7,1.21,4.44,83.9,3.67,210.8,93.65
2016,2,8,1.55,5.15,85.58,3.77,220.8,93.67
2016,2,9,1.04,6.2,80.1,4.43,218.6,92.88
2016,2,10,1.36,0.81,85.45,5.82,265.9,92.59
2016,2,11,1.73,0.76,74.88,3.72,257.6,93.39
2016,2,12,2.58,-0.01,77.31,2.07,140.5,92.86
2016,2,13,1.36,1.83,88.17,2.31,222.7,92.09
2016,2,14,1.5,3.63,83.88,3.05,256.6,91.95
2016,2,15,1.35,2.05,91.86,1.96,320.3,93.63
2016,2,16,1.21,0.11,93.32,3.33,46.9,95.4
2016,2,17,0.83,-0.48,91.67,2.58,66.6,94.49
2016,2,18,2.41,0.21,86.25,1.95,99.5,94.32
2016,2,19,0.85,-0.27,93.62,2.79,267.1,94.64
2016,2,20,0.78,0.45,87.41,4.58,232.7,94.79
2016,2,21,1.52,7.75,88.02,7.09,258.5,94.49
2016,2,22,3.13,8.39,85.92,4.49,263.2,94.06
2016,2,23,1.13,4.71,90.09,4.8,263.3,93.92
2016,2,24,2.3,0.37,85.3,2.33,286.9,94.37
2016,2,25,1.46,-0.71,90.49,1.8,19.6,93.81
2016,2,26,3.11,-1.27,81.83,2.07,68.9,93.87
2016,2,27,2.78,1.13,82.28,2.12,123.0,93.29
2016,2,28,1.08,2.78,91.81,2.39,76.7,93.53
2016,2,29,0.61,1.29,96.78,2.83,13.1,93.67
2016,3,1,1.1,-1.67,93.23,3.92,265.7,94.45
2016,3,2,1.4,2.61,89.73,3.17,247.7,93.42
2016,3,3,2.06,-0.36,87.56,2.13,262.9,93.03
2016,3,4,2.92,1.08,84.83,2.75,171.3,93.07
2016,3,5,1.36,2.6,83.87,2.49,254.7,92.39
2016,3,6,2.21,0.36,87.62,3.39,259.2,92.93
2016,3,7,2.39,-0.56,85.25,1.65,324.0,93.19
2016,3,8,2.69,-0.71,88.68,1.59,337.5,93.93
2016,3,9,2.02,0.21,85.37,2.25,109.2,93.73
2016,3,10,3.83,1.32,81.72,1.64,334.4,94.15
2016,3,11,2.57,1.88,87.51,2.06,58.8,94.86
2016,3,12,2.58,2.04,90.21,2.89,69.7,95.15
2016,3,13,1.92,2.18,87.75,4.08,69.3,95.35
2016,3,14,3.8,1.03,82.79,3.91,75.9,95.36
2016,3,15,1.2,-1.0,90.98,1.94,18.5,94.84
2016,3,16,3.5,0.11,83.42,3.88,90.3,94.92
2016,3,17,4.69,2.61,77.54,1.86,108.1,95.05
2016,3,18,4.63,4.68,74.27,2.22,281.7,94.63
2016,3,19,3.87,4.09,83.39,2.55,302.5,94.53
2016,3,20,3.76,3.48,84.56,1.76,317.4,94.43
2016,3,21,2.95,3.18,82.4,1.6,307.7,94.37
2016,3,22,2.64,3.13,80.28,2.15,322.8,93.95
2016,3,23,2.28,2.54,83.0,2.15,0.3,93.52
2016,3,24,2.45,2.95,82.1,2.61,300.6,94.06
2016,3,25,1.73,3.25,89.19,2.94,247.9,94.25
2016,3,26,3.82,4.78,85.45,2.31,245.5,94.59
2016,3,27,3.31,5.72,80.85,2.91,262.3,94.12
2016,3,28,3.68,7.7,80.08,2.34,231.1,93.74
2016,3,29,4.58,7.89,76.26,4.17,266.8,94.01
2016,3,30,2.31,9.51,84.95,2.31,243.2,94.15
2016,3,31,4.3,12.37,73.8,2.9,193.9,93.76
2016,4,1,1.72,8.65,87.41,2.73,343.8,94.29
2016,4,2,3.42,10.24,79.85,2.51,97.6,94.48
2016,4,3,4.31,12.96,70.83,2.11,179.9,94.08
2016,4,4,4.76,13.32,74.0,2.53,217.5,93.72
2016,4,5,3.71,13.47,77.61,2.56,240.7,93.64
2016,4,6,3.31,9.17,84.39,2.5,260.2,94.18
2016,4,7,2.17,7.9,84.19,2.2,289.4,93.99
2016,4,8,2.27,4.07,90.91,1.55,6.8,93.85
2016,4,9,2.09,4.92,89.01,1.33,81.4,93.57
2016,4,10,3.48,7.84,79.46,1.8,67.4,93.91
2016,4,11,6.02,8.4,81.92,2.79,77.7,93.96
2016,4,12,4.09,9.25,81.81,2.16,205.7,93.95
2016,4,13,4.05,10.36,80.38,1.96,270.7,93.65
2016,4,14,3.78,7.76,83.01,3.02,272.6,94.02
2016,4,15,1.71,8.41,81.97,2.39,230.7,93.79
2016,4,16,3.47,10.97,81.85,2.59,204.3,93.53
2016,4,17,1.79,8.47,85.78,2.78,295.2,93.72
2016,4,18,2.69,5.0,89.79,1.58,1.5,94.58
2016,4,19,4.73,6.97,77.07,2.32,305.1,95.15
2016,4,20,6.85,8.03,70.45,1.65,34.4,95.44
2016,4,21,6.96,9.75,69.49,2.24,83.4,94.95
2016,4,22,5.57,11.96,68.37,1.69,332.3,94.32
2016,4,23,2.5,8.83,82.67,2.33,332.5,93.62
2016,4,24,4.48,2.6,77.8,2.89,308.2,93.88
2016,4,25,4.68,1.4,80.4,3.52,275.4,93.86
2016,4,26,2.22,4.07,79.64,3.41,252.0,93.26
2016,4,27,4.73,1.54,81.96,3.42,262.3,93.8
2016,4,28,5.03,3.32,68.1,1.71,254.7,94.3
2016,4,29,6.74,6.58,69.75,2.13,112.1,94.53
2016,4,30,6.55,10.0,69.57,2.78,97.0,94.21
2016,5,1,3.1,7.83,88.72,1.55,65.0,94.27
2016,5,2,5.95,9.33,80.97,1.87,15.3,94.74
2016,5,3,4.73,9.07,80.86,3.98,292.7,94.66
2016,5,4,6.33,7.45,72.77,3.07,335.3,95.27
2016,5,5,6.75,8.61,79.89,3.6,89.3,95.05
2016,5,6,7.23,12.28,71.76,2.69,104.0,94.46
